forecast_time_local,V10m_Dir,V10m_Km/h,RafaleV10_Km/h,V22m_Dir,V22m_Km/h,RafaleV22_Km/h,V60m_Dir,V60m_Km/h,RafaleV60_Km/h,V70m_Dir,V70m_Km/h,RafaleV70_Km/h,T(°C),Pluie(mm)
2026-05-25 21:00,SO,7.991811094702392,17.524576950073243,SO,8.62079638127201,18.903826399833118,SO,9.493251707523262,20.816961022162513,SO,9.634910282814756,21.127592313857978,27.673190027486093,0.0016657511393229165
2026-05-25 23:00,SO,5.979523706783969,14.814890670776368,SO,6.514480814746068,16.14030243543275,SO,7.264958906349632,17.99968980859521,SO,7.3876904354207165,18.30376991166136,27.524065665146956,0.00168609619140625
2026-05-26 01:00,S,7.983746606214736,14.159344482421876,S,8.67306430729524,15.381864092429577,S,9.636928220281398,17.091297250982286,S,9.79422944509709,17.370274320211724,27.36149097558227,0.00170135498046875
2026-05-26 03:00,S,8.052983007094692,17.089041137695315,S,8.756335556136426,18.581608629056927,S,9.740857347694343,20.670838592918553,S,9.901636886192895,21.012024976284916,27.116590412014126,0.0017674763997395833
2026-05-26 05:00,S,5.810490920616666,15.931119060516357,S,6.392191660681995,17.52601764553776,S,7.217350589915522,19.7884263344188,S,7.3532462457013805,20.161023056745602,26.78436468912244,0.002248128255208333
2026-05-26 07:00,SE,5.776623867791685,10.68557825088501,SE,6.101527405244451,11.286583656966279,SE,6.5415183505773475,12.10047734013469,SE,6.611876577262162,12.23062573719858,26.36481380690722,0.003143310546875
2026-05-26 09:00,SE,2.0810078818150073,10.806911373138426,SE,2.1652811962449956,11.24455231055342,SE,2.2774703175185143,11.827163218098734,SE,2.295215233092357,11.919314589367492,27.025519835214624,0.0038299560546875
2026-05-26 11:00,SO,3.2480373640259104,11.94657669067383,SO,3.378641798431231,12.42695167313133,SO,3.552454948930461,13.066252241309803,SO,3.579941406533509,13.167349931055206,27.63160805181102,0.004308064778645834
2026-05-26 13:00,SO,9.084603281771086,14.104574203491211,SO,9.449897562727816,14.671722832006852,SO,9.936044531025955,15.426504937013268,SO,10.012922822424489,15.545864641783654,28.183078456696407,0.00457763671875
2026-05-26 15:00,SO,12.801164285882823,19.09050178527832,SO,13.376990169880134,19.94923657072147,SO,14.147323694025745,21.098042506614306,SO,14.269549542208942,21.280319112151012,28.249339976991234,0.00457763671875
2026-05-26 17:00,SO,15.073317112190155,22.653294181823732,SO,15.936613432654315,23.950719650153115,SO,17.1070037319271,25.70966862997238,SO,17.294291349585315,25.99113829373957,28.31878951900828,0.00457763671875
2026-05-26 19:00,SO,15.868212248957466,24.792951393127442,SO,17.016564871981007,26.587170572837728,SO,18.598765430094257,29.059246249419257,SO,18.854569804458006,29.45892236417292,28.39142708274754,0.00457763671875
2026-05-26 21:00,SO,12.88377879493846,22.683162117004397,SO,13.938665615025391,24.540394310755158,SO,15.406791303613986,27.12517425245027,SO,15.645674905055294,27.545752372024626,28.528244240943053,0.004582722981770833
2026-05-27 03:00,O,4.362229157691043,13.870293045043947,O,4.590660893290022,14.596622405334342,O,4.898714259239052,15.576119425038561,O,4.947842984645027,15.732330800846029,25.696259560882318,0.016955057779947914
2026-05-27 09:00,S,3.6370309842487463,9.782656288146974,S,3.967250588007258,10.670860127258585,S,4.431152122780199,11.91863318332589,S,4.507084414486303,12.122871066959307,26.02562864672211,0.031850179036458336
2026-05-27 15:00,SO,11.94260447528481,18.65812740325928,SO,12.462750256693333,19.470759712892608,SO,13.15751269836036,20.55619850293625,SO,13.267638205294547,20.72824939375984,27.989793152877695,0.034090677897135414
2026-05-27 21:00,SO,11.846920157882192,18.525254631042483,SO,12.894664197155556,20.163631935609864,SO,14.36294168984737,22.45960540877007,SO,14.602897302240827,22.834828568924397,27.849414055199126,0.034238179524739586
2026-05-28 03:00,SO,9.239594387308728,16.709237480163573,SO,10.162620973368226,18.378474221568318,SO,11.471670810931494,20.745810242212112,SO,11.687228465491412,21.13563298655856,27.3303983384224,0.03479766845703125
2026-05-28 09:00,O,4.982144390641749,12.247374343872071,O,5.18247772346366,12.739844478867381,O,5.449088638218088,13.39524171771357,O,5.491249945253022,13.498884902173199,26.482183190201432,0.040028889973958336
2026-05-28 15:00,SO,11.245461819616283,17.196998119354248,SO,11.697644789198002,17.88849392470537,SO,12.299426397172976,18.808761793345084,SO,12.394590914969179,18.954291079720488,27.84817953067582,0.041412353515625
2026-05-28 21:00,SO,15.051777827013982,23.084781074523924,SO,16.29049646176732,24.98459309838282,SO,18.015231068076268,27.629803601479654,SO,18.295947195222876,28.060335490386304,28.133642297941982,0.04141743977864583
